feature,importance
hour,0.7657146486308019
inflation,0.09515634478580845
net_price,0.05985852485680454
net_price_day_5,0.03749879059464175
day_of_week_n,0.033316114379589444
net_price_day_0,0.0041718998049916824
net_price_day_6,0.0019008315392977614
net_price_day_3,0.0009070195211057079
net_price_day_2,0.0007587159419326516
net_price_day_1,0.0003606513328317937
net_price_day_4,0.0003564586121943721
