Unnamed: 0,region_code,order_submited_date,order_submited_datetime,parent_category,category,product_id,product_name,cost,benchmark,median_bench,avg_bench,max_bench,gross_price,net_price,quantity,product_step_unit,benchmark_count
360,BOG,2023-10-16,2023-10-16 01:01,Frutas & verduras,Frutas,-4543321951091465013,Fresa Pequeño Kg,3785.5838,5714.0,5714.0,5714.0,5714.0,6570.0,6570.0,3.0,3.0,1.0
284,BOG,2023-10-16,2023-10-16 01:11,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1500.0,1.0,1.0,1.0
680,BOG,2023-10-16,2023-10-16 01:15,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1459.5,1.0,1.0,1.0
392,BOG,2023-10-16,2023-10-16 01:17,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1500.0,1.0,1.0,1.0
625,BOG,2023-10-16,2023-10-16 01:17,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,2470.9058,2292.0,2292.0,2292.0,2292.0,2449.84,2320.0,3.0,1.0,1.0
183,BOG,2023-10-16,2023-10-16 01:17,Frutas & verduras,Tubérculos,7888420588372063556,Papa Criolla Sin Lavar Tamaño Mixto Kg,1520.857,2333.0,2333.0,2333.0,2333.0,2510.0,2510.0,4.0,4.0,1.0
573,BOG,2023-10-16,2023-10-16 01:22,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1380.0,1380.0,3.0,3.0,1.0
72,BOG,2023-10-16,2023-10-16 01:22,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,2515.4174,3372.0,3372.0,3372.0,3372.0,3770.0,3770.0,4.0,1.0,1.0
694,BOG,2023-10-16,2023-10-16 01:23,Frutas & verduras,Verduras,-1160551012065768576,Champiñón Blanco Paris 1Kg Bandeja,20899.344,23000.0,23000.0,23000.0,23000.0,23010.0,23010.0,1.0,1.0,1.0
603,BOG,2023-10-16,2023-10-16 01:24,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
1028,BOG,2023-10-16,2023-10-16 01:27,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,2470.9058,2292.0,2292.0,2292.0,2292.0,2449.84,2320.0,2.0,1.0,1.0
461,BOG,2023-10-16,2023-10-16 01:27,Frutas & verduras,Tubérculos,7888420588372063556,Papa Criolla Sin Lavar Tamaño Mixto Kg,1520.857,2333.0,2333.0,2333.0,2333.0,2510.0,2510.0,4.0,4.0,1.0
920,BOG,2023-10-16,2023-10-16 01:27,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1459.5,1.0,1.0,1.0
919,BOG,2023-10-16,2023-10-16 01:27,Frutas & verduras,Verduras,-1073190491589771159,Champiñón Blanco Paris 500 gr Bandeja,10949.7338,12000.0,12000.0,12000.0,12000.0,12440.0,12440.0,1.0,1.0,1.0
398,BOG,2023-10-16,2023-10-16 01:32,Frutas & verduras,Tubérculos,7888420588372063556,Papa Criolla Sin Lavar Tamaño Mixto Kg,1520.857,2333.0,2333.0,2333.0,2333.0,2510.0,2510.0,4.0,4.0,1.0
681,BOG,2023-10-16,2023-10-16 01:32,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1500.0,1.0,1.0,1.0
73,BOG,2023-10-16,2023-10-16 01:33,Frutas & verduras,Verduras,-1160551012065768576,Champiñón Blanco Paris 1Kg Bandeja,20899.344,23000.0,23000.0,23000.0,23000.0,23010.0,23010.0,1.0,1.0,1.0
614,BOG,2023-10-16,2023-10-16 01:55,Frutas & verduras,Frutas,1260412819932663981,Fresa Selecta (Grande) Kg,8605.8765,10714.0,10714.0,10714.0,10714.0,11410.0,11410.0,1.0,1.0,1.0
778,BOG,2023-10-16,2023-10-16 01:56,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3290.0,3290.0,8.0,1.0,1.0
1012,BOG,2023-10-16,2023-10-16 01:59,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
6,BOG,2023-10-16,2023-10-16 02:01,Frutas & verduras,Tubérculos,-8910485076695139605,Papa Criolla Segunda Mixta Kg,1590.4446,2698.0,2698.0,2698.0,2698.0,2710.0,2710.0,10.0,10.0,1.0
980,BOG,2023-10-16,2023-10-16 02:05,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,3.0,1.0,1.0
234,BOG,2023-10-16,2023-10-16 02:11,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
852,BOG,2023-10-16,2023-10-16 02:20,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
957,BOG,2023-10-16,2023-10-16 02:34,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,2470.9058,2292.0,2292.0,2292.0,2292.0,2449.84,2320.0,3.0,1.0,1.0
483,BOG,2023-10-16,2023-10-16 02:34,Frutas & verduras,Tubérculos,-368218666129834277,Papa Sabanera Semi (Mediana) Kg,4103.355,5626.0,5626.0,5626.0,5626.0,5490.0,5490.0,2.5,2.5,1.0
674,BOG,2023-10-16,2023-10-16 02:39,Frutas & verduras,Verduras,-1160551012065768576,Champiñón Blanco Paris 1Kg Bandeja,20899.344,23000.0,23000.0,23000.0,23000.0,23010.0,23010.0,1.0,1.0,1.0
640,BOG,2023-10-16,2023-10-16 02:39,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,2515.4174,3372.0,3372.0,3372.0,3372.0,3880.0,3880.0,2.5,2.5,1.0
122,BOG,2023-10-16,2023-10-16 02:46,Frutas & verduras,Tubérculos,7888420588372063556,Papa Criolla Sin Lavar Tamaño Mixto Kg,1520.857,2333.0,2333.0,2333.0,2333.0,2510.0,2510.0,8.0,4.0,1.0
615,BOG,2023-10-16,2023-10-16 02:46,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
977,BOG,2023-10-16,2023-10-16 02:51,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,2515.4174,3372.0,3372.0,3372.0,3372.0,3880.0,3775.24,5.0,2.5,1.0
45,BOG,2023-10-16,2023-10-16 03:11,Frutas & verduras,Verduras,-1160551012065768576,Champiñón Blanco Paris 1Kg Bandeja,20899.344,23000.0,23000.0,23000.0,23000.0,23010.0,23010.0,1.0,1.0,1.0
900,BOG,2023-10-16,2023-10-16 03:36,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,2470.9058,2292.0,2292.0,2292.0,2292.0,2449.84,2320.0,2.0,1.0,1.0
347,BOG,2023-10-16,2023-10-16 03:50,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1500.0,2.0,1.0,1.0
254,BOG,2023-10-16,2023-10-16 03:50,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
509,BOG,2023-10-16,2023-10-16 04:05,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3290.0,3290.0,5.0,1.0,1.0
714,BOG,2023-10-16,2023-10-16 04:11,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
1010,BOG,2023-10-16,2023-10-16 04:11,Frutas & verduras,Verduras,3038455164096626586,Guatila Estándar Kg,1687.377,2000.0,2000.0,2000.0,2000.0,1880.0,1880.0,1.0,1.0,1.0
967,BOG,2023-10-16,2023-10-16 04:30,Frutas & verduras,Frutas,1260412819932663981,Fresa Selecta (Grande) Kg,8605.8765,10714.0,10714.0,10714.0,10714.0,11410.0,11410.0,1.0,1.0,1.0
502,BOG,2023-10-16,2023-10-16 04:36,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,2470.9058,2292.0,2292.0,2292.0,2292.0,2449.84,2320.0,3.0,1.0,1.0
808,BOG,2023-10-16,2023-10-16 05:30,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,3.0,1.0,1.0
296,BOG,2023-10-16,2023-10-16 05:30,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1380.0,1342.74,3.0,3.0,1.0
490,BOG,2023-10-16,2023-10-16 05:30,Frutas & verduras,Tubérculos,7888420588372063556,Papa Criolla Sin Lavar Tamaño Mixto Kg,1520.857,2333.0,2333.0,2333.0,2333.0,2510.0,2510.0,4.0,4.0,1.0
1013,BOG,2023-10-16,2023-10-16 05:30,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,2470.9058,2292.0,2292.0,2292.0,2292.0,2449.84,2320.0,2.0,1.0,1.0
833,BOG,2023-10-16,2023-10-16 06:03,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,2470.9058,2292.0,2292.0,2292.0,2292.0,2449.84,2320.0,4.0,1.0,1.0
695,BOG,2023-10-16,2023-10-16 06:05,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
708,BOG,2023-10-16,2023-10-16 09:28,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,2515.4174,3372.0,3372.0,3372.0,3372.0,3770.0,3668.21,6.0,1.0,1.0
406,BOG,2023-10-16,2023-10-16 10:28,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,3.0,1.0,1.0
562,BOG,2023-10-16,2023-10-16 10:28,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,2470.9058,2292.0,2292.0,2292.0,2292.0,2449.84,2320.0,2.0,1.0,1.0
21,BOG,2023-10-16,2023-10-16 10:28,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1459.5,2.0,1.0,1.0
1033,BOG,2023-10-16,2023-10-16 11:50,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,2470.9058,2292.0,2292.0,2292.0,2292.0,2449.84,2320.0,2.0,1.0,1.0
580,BOG,2023-10-16,2023-10-16 11:50,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,2515.4174,3372.0,3372.0,3372.0,3372.0,3880.0,3775.24,5.0,2.5,1.0
1024,BOG,2023-10-16,2023-10-16 12:18,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
530,BOG,2023-10-16,2023-10-16 12:18,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1459.5,1.0,1.0,1.0
772,BOG,2023-10-16,2023-10-16 12:19,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
946,BOG,2023-10-16,2023-10-16 12:19,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1500.0,1.0,1.0,1.0
184,BOG,2023-10-16,2023-10-16 12:19,Frutas & verduras,Verduras,353982459564085093,Rabano Estándar Kg,3354.9327,4000.0,4000.0,4000.0,4000.0,4320.0,4320.0,0.5,0.5,1.0
1,BOG,2023-10-16,2023-10-16 12:25,Frutas & verduras,Verduras,353982459564085093,Rabano Estándar Kg,3354.9327,4000.0,4000.0,4000.0,4000.0,4320.0,4320.0,0.5,0.5,1.0
581,BOG,2023-10-16,2023-10-16 12:32,Frutas & verduras,Tubérculos,7888420588372063556,Papa Criolla Sin Lavar Tamaño Mixto Kg,1520.857,2333.0,2333.0,2333.0,2333.0,2510.0,2510.0,4.0,4.0,1.0
606,BOG,2023-10-16,2023-10-16 12:37,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1459.5,1.0,1.0,1.0
35,BOG,2023-10-16,2023-10-16 12:45,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,2470.9058,2292.0,2292.0,2292.0,2292.0,2449.84,2320.0,2.0,1.0,1.0
22,BOG,2023-10-16,2023-10-16 12:45,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,2515.4174,3372.0,3372.0,3372.0,3372.0,3880.0,3880.0,2.5,2.5,1.0
641,BOG,2023-10-16,2023-10-16 12:46,Frutas & verduras,Verduras,5533752035170569793,Cebolla Cabezona Roja Limpia Tamaño Mixto Kg (Tamaño 🏠),3550.4933,3400.0,3400.0,3400.0,3400.0,3843.72,3640.0,1.0,1.0,1.0
305,BOG,2023-10-16,2023-10-16 12:57,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1380.0,1380.0,3.0,3.0,1.0
107,BOG,2023-10-16,2023-10-16 13:06,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,2515.4174,3372.0,3372.0,3372.0,3372.0,3880.0,3880.0,2.5,2.5,1.0
222,BOG,2023-10-16,2023-10-16 13:06,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1500.0,1.0,1.0,1.0
809,BOG,2023-10-16,2023-10-16 13:07,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,2515.4174,3372.0,3372.0,3372.0,3372.0,3770.0,3668.21,8.0,1.0,1.0
935,BOG,2023-10-16,2023-10-16 13:09,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,2515.4174,3372.0,3372.0,3372.0,3372.0,3880.0,3298.0,2.5,2.5,1.0
150,BOG,2023-10-16,2023-10-16 13:12,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1250.0,1216.25,5.0,5.0,1.0
510,BOG,2023-10-16,2023-10-16 13:17,Frutas & verduras,Tubérculos,7888420588372063556,Papa Criolla Sin Lavar Tamaño Mixto Kg,1520.857,2333.0,2333.0,2333.0,2333.0,2510.0,2510.0,4.0,4.0,1.0
978,BOG,2023-10-16,2023-10-16 13:24,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,2515.4174,3372.0,3372.0,3372.0,3372.0,3880.0,3880.0,2.5,2.5,1.0
783,BOG,2023-10-16,2023-10-16 13:28,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,2515.4174,3372.0,3372.0,3372.0,3372.0,3880.0,3453.2,2.5,2.5,1.0
306,BOG,2023-10-16,2023-10-16 13:29,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1380.0,1342.74,3.0,3.0,1.0
932,BOG,2023-10-16,2023-10-16 13:30,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,2515.4174,3372.0,3372.0,3372.0,3372.0,3770.0,3770.0,10.0,1.0,1.0
125,BOG,2023-10-16,2023-10-16 13:30,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
633,BOG,2023-10-16,2023-10-16 13:30,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1380.0,1380.0,3.0,3.0,1.0
728,BOG,2023-10-16,2023-10-16 13:35,Frutas & verduras,Frutas,-4543321951091465013,Fresa Pequeño Kg,3785.5838,5714.0,5714.0,5714.0,5714.0,6260.0,6260.0,5.0,5.0,1.0
48,BOG,2023-10-16,2023-10-16 13:35,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3290.0,3290.0,5.0,1.0,1.0
74,BOG,2023-10-16,2023-10-16 13:46,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1459.5,2.0,1.0,1.0
815,BOG,2023-10-16,2023-10-16 13:55,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1459.5,1.0,1.0,1.0
373,BOG,2023-10-16,2023-10-16 13:56,Frutas & verduras,Frutas,1260412819932663981,Fresa Selecta (Grande) Kg,8605.8765,10714.0,10714.0,10714.0,10714.0,11410.0,11410.0,1.0,1.0,1.0
441,BOG,2023-10-16,2023-10-16 13:56,Frutas & verduras,Verduras,3038455164096626586,Guatila Estándar Kg,1687.377,2000.0,2000.0,2000.0,2000.0,1880.0,1880.0,4.0,1.0,1.0
464,BOG,2023-10-16,2023-10-16 13:56,Frutas & verduras,Tubérculos,7888420588372063556,Papa Criolla Sin Lavar Tamaño Mixto Kg,1520.857,2333.0,2333.0,2333.0,2333.0,2510.0,2510.0,4.0,4.0,1.0
789,BOG,2023-10-16,2023-10-16 13:56,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,3.0,1.0,1.0
185,BOG,2023-10-16,2023-10-16 13:56,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
544,BOG,2023-10-16,2023-10-16 13:56,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1500.0,1.0,1.0,1.0
930,BOG,2023-10-16,2023-10-16 13:57,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1459.5,1.0,1.0,1.0
911,BOG,2023-10-16,2023-10-16 14:00,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2190.4199,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
576,BOG,2023-10-16,2023-10-16 14:06,Frutas & verduras,Verduras,-1073190491589771159,Champiñón Blanco Paris 500 gr Bandeja,10949.7338,12000.0,12000.0,12000.0,12000.0,12440.0,12440.0,1.0,1.0,1.0
991,BOG,2023-10-16,2023-10-16 14:06,Frutas & verduras,Tubérculos,7888420588372063556,Papa Criolla Sin Lavar Tamaño Mixto Kg,1520.857,2333.0,2333.0,2333.0,2333.0,2510.0,2510.0,4.0,4.0,1.0
1040,BOG,2023-10-16,2023-10-16 14:06,Frutas & verduras,Verduras,3038455164096626586,Guatila Estándar Kg,1687.377,2000.0,2000.0,2000.0,2000.0,1880.0,1880.0,1.0,1.0,1.0
67,BOG,2023-10-16,2023-10-16 14:06,Frutas & verduras,Frutas,1260412819932663981,Fresa Selecta (Grande) Kg,8605.8765,10714.0,10714.0,10714.0,10714.0,11410.0,11410.0,1.0,1.0,1.0
51,BOG,2023-10-16,2023-10-16 14:06,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.6391,1300.0,1300.0,1300.0,1300.0,1500.0,1500.0,1.0,1.0,1.0
574,BOG,2023-10-16,2023-10-16 14:12,Frutas & verduras,Verduras,5533752035170569793,Cebolla Cabezona Roja Limpia Tamaño Mixto Kg (Tamaño 🏠),3550.4933,3400.0,3400.0,3400.0,3400.0,3843.72,3640.0,1.0,1.0,1.0
817,BOG,2023-10-16,2023-10-16 14:12,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,2515.4174,3372.0,3372.0,3372.0,3372.0,3880.0,3880.0,2.5,2.5,1.0
