,date,hour,net_price,quantity,cost,avg_bench,product_id,product_name,gross_price,day_of_month,year,month,datetime,day_of_week_n,net_price_day_0,net_price_day_1,net_price_day_2,net_price_day_3,net_price_day_4,net_price_day_5,net_price_day_6
21,2021-10-19,8,2822.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,19.0,2021.0,10.0,,,,,,,,,
9456,2021-10-19,9,2822.0,0.0,,,,,,,,,,,,,,,,,
22,2021-10-19,10,2740.0,30.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,19.0,2021.0,10.0,,,,,,,,,
23,2021-10-19,10,2822.0,16.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,19.0,2021.0,10.0,,,,,,,,,
24,2021-10-19,11,2740.0,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,19.0,2021.0,10.0,,,,,,,,,
25,2021-10-19,11,2822.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,19.0,2021.0,10.0,,,,,,,,,
26,2021-10-19,12,2822.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,19.0,2021.0,10.0,,,,,,,,,
27,2021-10-19,13,2740.0,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,19.0,2021.0,10.0,,,,,,,,,
28,2021-10-19,13,2822.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,19.0,2021.0,10.0,,,,,,,,,
29,2021-10-19,14,2740.0,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,19.0,2021.0,10.0,,,,,,,,,
30,2021-10-19,15,2740.0,20.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,19.0,2021.0,10.0,,,,,,,,,
31,2021-10-19,15,2822.0,12.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,19.0,2021.0,10.0,,,,,,,,,
32,2021-10-19,16,2740.0,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,19.0,2021.0,10.0,,,,,,,,,
33,2021-10-19,16,2822.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,19.0,2021.0,10.0,,,,,,,,,
9457,2021-10-19,17,2822.0,0.0,,,,,,,,,,,,,,,,,
34,2021-10-19,18,2740.0,40.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,19.0,2021.0,10.0,,,,,,,,,
35,2021-10-19,18,2822.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,19.0,2021.0,10.0,,,,,,,,,
36,2021-10-19,19,2822.0,12.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,19.0,2021.0,10.0,,,,,,,,,
37,2021-10-19,20,2822.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,19.0,2021.0,10.0,,,,,,,,,
38,2021-10-19,21,2740.0,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,19.0,2021.0,10.0,,,,,,,,,
39,2021-10-19,22,2370.48,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,19.0,2021.0,10.0,,,,,,,,,
40,2021-10-19,22,2740.0,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,19.0,2021.0,10.0,,,,,,,,,
9458,2021-10-19,23,2740.0,0.0,,,,,,,,,,,,,,,,,
9459,2021-10-20,0,2740.0,0.0,,,,,,,,,,,,,,,,,
9460,2021-10-20,1,2740.0,0.0,,,,,,,,,,,,,,,,,
9461,2021-10-20,2,2740.0,0.0,,,,,,,,,,,,,,,,,
9462,2021-10-20,3,2740.0,0.0,,,,,,,,,,,,,,,,,
9463,2021-10-20,4,2740.0,0.0,,,,,,,,,,,,,,,,,
9464,2021-10-20,5,2740.0,0.0,,,,,,,,,,,,,,,,,
9465,2021-10-20,6,2740.0,0.0,,,,,,,,,,,,,,,,,
9466,2021-10-20,7,2740.0,0.0,,,,,,,,,,,,,,,,,
9467,2021-10-20,8,2740.0,0.0,,,,,,,,,,,,,,,,,
41,2021-10-20,9,2822.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
42,2021-10-20,10,2370.48,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
43,2021-10-20,10,2822.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
44,2021-10-20,11,2370.48,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
45,2021-10-20,11,2822.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
46,2021-10-20,12,2370.48,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
47,2021-10-20,12,2822.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
48,2021-10-20,13,2822.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
9468,2021-10-20,14,2822.0,0.0,,,,,,,,,,,,,,,,,
49,2021-10-20,15,2370.48,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
50,2021-10-20,16,2822.0,12.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
51,2021-10-20,17,2822.0,12.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
52,2021-10-20,18,2301.6,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,20.0,2021.0,10.0,,,,,,,,,
53,2021-10-20,18,2822.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
54,2021-10-20,19,2301.6,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,20.0,2021.0,10.0,,,,,,,,,
55,2021-10-20,19,2370.48,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
56,2021-10-20,19,2740.0,20.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,20.0,2021.0,10.0,,,,,,,,,
57,2021-10-20,19,2822.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
58,2021-10-20,20,2822.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
59,2021-10-20,21,2740.0,20.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,20.0,2021.0,10.0,,,,,,,,,
9469,2021-10-20,22,2740.0,0.0,,,,,,,,,,,,,,,,,
60,2021-10-20,23,2822.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,20.0,2021.0,10.0,,,,,,,,,
9470,2021-10-21,0,2822.0,0.0,,,,,,,,,,,,,,,,,
9471,2021-10-21,1,2822.0,0.0,,,,,,,,,,,,,,,,,
9472,2021-10-21,2,2822.0,0.0,,,,,,,,,,,,,,,,,
9473,2021-10-21,3,2822.0,0.0,,,,,,,,,,,,,,,,,
9474,2021-10-21,4,2822.0,0.0,,,,,,,,,,,,,,,,,
9475,2021-10-21,5,2822.0,0.0,,,,,,,,,,,,,,,,,
9476,2021-10-21,6,2822.0,0.0,,,,,,,,,,,,,,,,,
9477,2021-10-21,7,2822.0,0.0,,,,,,,,,,,,,,,,,
61,2021-10-21,8,2822.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,21.0,2021.0,10.0,,,,,,,,,
62,2021-10-21,9,2822.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,21.0,2021.0,10.0,,,,,,,,,
9478,2021-10-21,10,2822.0,0.0,,,,,,,,,,,,,,,,,
63,2021-10-21,11,2301.6,20.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,21.0,2021.0,10.0,,,,,,,,,
64,2021-10-21,11,2822.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,21.0,2021.0,10.0,,,,,,,,,
9479,2021-10-21,12,2822.0,0.0,,,,,,,,,,,,,,,,,
65,2021-10-21,13,2822.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,21.0,2021.0,10.0,,,,,,,,,
66,2021-10-21,14,2740.0,20.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,21.0,2021.0,10.0,,,,,,,,,
67,2021-10-21,14,2822.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,21.0,2021.0,10.0,,,,,,,,,
68,2021-10-21,15,2370.48,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,21.0,2021.0,10.0,,,,,,,,,
69,2021-10-21,15,3385.0,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3385.0,21.0,2021.0,10.0,,,,,,,,,
70,2021-10-21,16,2740.0,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2740.0,21.0,2021.0,10.0,,,,,,,,,
71,2021-10-21,16,2822.0,12.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,21.0,2021.0,10.0,,,,,,,,,
72,2021-10-21,17,2786.28,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,21.0,2021.0,10.0,,,,,,,,,
73,2021-10-21,17,2822.0,20.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,21.0,2021.0,10.0,,,,,,,,,
74,2021-10-21,18,2822.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,21.0,2021.0,10.0,,,,,,,,,
75,2021-10-21,19,2370.48,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,21.0,2021.0,10.0,,,,,,,,,
76,2021-10-21,19,2822.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,21.0,2021.0,10.0,,,,,,,,,
9480,2021-10-21,20,2822.0,0.0,,,,,,,,,,,,,,,,,
9481,2021-10-21,21,2822.0,0.0,,,,,,,,,,,,,,,,,
77,2021-10-21,22,2370.48,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,21.0,2021.0,10.0,,,,,,,,,
9482,2021-10-21,23,2370.48,0.0,,,,,,,,,,,,,,,,,
9483,2021-10-22,0,2370.48,0.0,,,,,,,,,,,,,,,,,
9484,2021-10-22,1,2370.48,0.0,,,,,,,,,,,,,,,,,
9485,2021-10-22,2,2370.48,0.0,,,,,,,,,,,,,,,,,
9486,2021-10-22,3,2370.48,0.0,,,,,,,,,,,,,,,,,
9487,2021-10-22,4,2370.48,0.0,,,,,,,,,,,,,,,,,
9488,2021-10-22,5,2370.48,0.0,,,,,,,,,,,,,,,,,
9489,2021-10-22,6,2370.48,0.0,,,,,,,,,,,,,,,,,
9490,2021-10-22,7,2370.48,0.0,,,,,,,,,,,,,,,,,
9491,2021-10-22,8,2370.48,0.0,,,,,,,,,,,,,,,,,
78,2021-10-22,9,3492.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,22.0,2021.0,10.0,,,,,,,,,
79,2021-10-22,10,2933.28,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,22.0,2021.0,10.0,,,,,,,,,
80,2021-10-22,11,2933.28,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,22.0,2021.0,10.0,,,,,,,,,
81,2021-10-22,11,3492.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,22.0,2021.0,10.0,,,,,,,,,
82,2021-10-22,12,3492.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,22.0,2021.0,10.0,,,,,,,,,
9492,2021-10-22,13,3492.0,0.0,,,,,,,,,,,,,,,,,
9493,2021-10-22,14,3492.0,0.0,,,,,,,,,,,,,,,,,
83,2021-10-22,15,3492.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,22.0,2021.0,10.0,,,,,,,,,
84,2021-10-22,16,2933.28,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,22.0,2021.0,10.0,,,,,,,,,
85,2021-10-22,16,3492.0,16.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,22.0,2021.0,10.0,,,,,,,,,
9494,2021-10-22,17,3492.0,0.0,,,,,,,,,,,,,,,,,
9495,2021-10-22,18,3492.0,0.0,,,,,,,,,,,,,,,,,
9496,2021-10-22,19,3492.0,0.0,,,,,,,,,,,,,,,,,
9497,2021-10-22,20,3492.0,0.0,,,,,,,,,,,,,,,,,
9498,2021-10-22,21,3492.0,0.0,,,,,,,,,,,,,,,,,
9499,2021-10-22,22,3492.0,0.0,,,,,,,,,,,,,,,,,
9500,2021-10-22,23,3492.0,0.0,,,,,,,,,,,,,,,,,
9501,2021-10-23,0,3492.0,0.0,,,,,,,,,,,,,,,,,
9502,2021-10-23,1,3492.0,0.0,,,,,,,,,,,,,,,,,
9503,2021-10-23,2,3492.0,0.0,,,,,,,,,,,,,,,,,
9504,2021-10-23,3,3492.0,0.0,,,,,,,,,,,,,,,,,
9505,2021-10-23,4,3492.0,0.0,,,,,,,,,,,,,,,,,
9506,2021-10-23,5,3492.0,0.0,,,,,,,,,,,,,,,,,
9507,2021-10-23,6,3492.0,0.0,,,,,,,,,,,,,,,,,
9508,2021-10-23,7,3492.0,0.0,,,,,,,,,,,,,,,,,
9509,2021-10-23,8,3492.0,0.0,,,,,,,,,,,,,,,,,
86,2021-10-23,9,3390.0,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3390.0,23.0,2021.0,10.0,,,,,,,,,
87,2021-10-23,10,3492.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,23.0,2021.0,10.0,,,,,,,,,
9510,2021-10-23,11,3492.0,0.0,,,,,,,,,,,,,,,,,
9511,2021-10-23,12,3492.0,0.0,,,,,,,,,,,,,,,,,
9512,2021-10-23,13,3492.0,0.0,,,,,,,,,,,,,,,,,
9513,2021-10-23,14,3492.0,0.0,,,,,,,,,,,,,,,,,
88,2021-10-23,15,3492.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,23.0,2021.0,10.0,,,,,,,,,
89,2021-10-23,16,3492.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,23.0,2021.0,10.0,,,,,,,,,
9514,2021-10-23,17,3492.0,0.0,,,,,,,,,,,,,,,,,
9515,2021-10-23,18,3492.0,0.0,,,,,,,,,,,,,,,,,
90,2021-10-23,19,3492.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,23.0,2021.0,10.0,,,,,,,,,
9516,2021-10-23,20,3492.0,0.0,,,,,,,,,,,,,,,,,
9517,2021-10-23,21,3492.0,0.0,,,,,,,,,,,,,,,,,
9518,2021-10-23,22,3492.0,0.0,,,,,,,,,,,,,,,,,
9519,2021-10-23,23,3492.0,0.0,,,,,,,,,,,,,,,,,
9520,2021-10-24,0,3492.0,0.0,,,,,,,,,,,,,,,,,
9521,2021-10-24,1,3492.0,0.0,,,,,,,,,,,,,,,,,
9522,2021-10-24,2,3492.0,0.0,,,,,,,,,,,,,,,,,
9523,2021-10-24,3,3492.0,0.0,,,,,,,,,,,,,,,,,
9524,2021-10-24,4,3492.0,0.0,,,,,,,,,,,,,,,,,
9525,2021-10-24,5,3492.0,0.0,,,,,,,,,,,,,,,,,
9526,2021-10-24,6,3492.0,0.0,,,,,,,,,,,,,,,,,
9527,2021-10-24,7,3492.0,0.0,,,,,,,,,,,,,,,,,
9528,2021-10-24,8,3492.0,0.0,,,,,,,,,,,,,,,,,
9529,2021-10-24,9,3492.0,0.0,,,,,,,,,,,,,,,,,
91,2021-10-24,10,3492.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,24.0,2021.0,10.0,,,,,,,,,
9530,2021-10-24,11,3492.0,0.0,,,,,,,,,,,,,,,,,
92,2021-10-24,12,2847.6,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3390.0,24.0,2021.0,10.0,,,,,,,,,
9531,2021-10-24,13,2847.6,0.0,,,,,,,,,,,,,,,,,
93,2021-10-24,14,3492.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,24.0,2021.0,10.0,,,,,,,,,
94,2021-10-24,15,3492.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,24.0,2021.0,10.0,,,,,,,,,
95,2021-10-24,16,2370.48,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2822.0,24.0,2021.0,10.0,,,,,,,,,
96,2021-10-24,16,2933.28,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,24.0,2021.0,10.0,,,,,,,,,
97,2021-10-24,16,3492.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,24.0,2021.0,10.0,,,,,,,,,
98,2021-10-24,17,2847.6,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3390.0,24.0,2021.0,10.0,,,,,,,,,
99,2021-10-24,18,2847.6,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3390.0,24.0,2021.0,10.0,,,,,,,,,
100,2021-10-24,18,3492.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,24.0,2021.0,10.0,,,,,,,,,
101,2021-10-24,19,2847.6,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3390.0,24.0,2021.0,10.0,,,,,,,,,
9532,2021-10-24,20,2847.6,0.0,,,,,,,,,,,,,,,,,
9533,2021-10-24,21,2847.6,0.0,,,,,,,,,,,,,,,,,
9534,2021-10-24,22,2847.6,0.0,,,,,,,,,,,,,,,,,
9535,2021-10-24,23,2847.6,0.0,,,,,,,,,,,,,,,,,
9536,2021-10-25,0,2847.6,0.0,,,,,,,,,,,,,,,,,
9537,2021-10-25,1,2847.6,0.0,,,,,,,,,,,,,,,,,
9538,2021-10-25,2,2847.6,0.0,,,,,,,,,,,,,,,,,
9539,2021-10-25,3,2847.6,0.0,,,,,,,,,,,,,,,,,
9540,2021-10-25,4,2847.6,0.0,,,,,,,,,,,,,,,,,
9541,2021-10-25,5,2847.6,0.0,,,,,,,,,,,,,,,,,
9542,2021-10-25,6,2847.6,0.0,,,,,,,,,,,,,,,,,
9543,2021-10-25,7,2847.6,0.0,,,,,,,,,,,,,,,,,
9544,2021-10-25,8,2847.6,0.0,,,,,,,,,,,,,,,,,
102,2021-10-25,9,2933.28,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3492.0,25.0,2021.0,10.0,,,,,,,,,
