,date,hour,net_price,quantity,cost,avg_bench,product_id,product_name,gross_price,day_of_month,year,month,datetime,day_of_week_n,net_price_day_0,net_price_day_1,net_price_day_2,net_price_day_3,net_price_day_4,net_price_day_5,net_price_day_6
9952,2021-11-17,19,3480.0,0.0,,,,,,,,,,,,,,,,,
297,2021-11-17,20,3010.56,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3584.0,17.0,2021.0,11.0,,,,,,,,,
9953,2021-11-17,21,3010.56,0.0,,,,,,,,,,,,,,,,,
9954,2021-11-17,22,3010.56,0.0,,,,,,,,,,,,,,,,,
9955,2021-11-17,23,3010.56,0.0,,,,,,,,,,,,,,,,,
9956,2021-11-18,0,3010.56,0.0,,,,,,,,,,,,,,,,,
9957,2021-11-18,1,3010.56,0.0,,,,,,,,,,,,,,,,,
9958,2021-11-18,2,3010.56,0.0,,,,,,,,,,,,,,,,,
9959,2021-11-18,3,3010.56,0.0,,,,,,,,,,,,,,,,,
9960,2021-11-18,4,3010.56,0.0,,,,,,,,,,,,,,,,,
9961,2021-11-18,5,3010.56,0.0,,,,,,,,,,,,,,,,,
9962,2021-11-18,6,3010.56,0.0,,,,,,,,,,,,,,,,,
9963,2021-11-18,7,3010.56,0.0,,,,,,,,,,,,,,,,,
9964,2021-11-18,8,3010.56,0.0,,,,,,,,,,,,,,,,,
298,2021-11-18,9,3584.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3584.0,18.0,2021.0,11.0,,,,,,,,,
299,2021-11-18,10,3480.0,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3480.0,18.0,2021.0,11.0,,,,,,,,,
300,2021-11-18,11,3480.0,20.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3480.0,18.0,2021.0,11.0,,,,,,,,,
301,2021-11-18,12,3045.84,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3626.0,18.0,2021.0,11.0,,,,,,,,,
9965,2021-11-18,13,3045.84,0.0,,,,,,,,,,,,,,,,,
9966,2021-11-18,14,3045.84,0.0,,,,,,,,,,,,,,,,,
302,2021-11-18,15,3297.28,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3584.0,18.0,2021.0,11.0,,,,,,,,,
303,2021-11-18,15,3584.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3584.0,18.0,2021.0,11.0,,,,,,,,,
9967,2021-11-18,16,3584.0,0.0,,,,,,,,,,,,,,,,,
304,2021-11-18,17,3584.0,16.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3584.0,18.0,2021.0,11.0,,,,,,,,,
9968,2021-11-18,18,3584.0,0.0,,,,,,,,,,,,,,,,,
9969,2021-11-18,19,3584.0,0.0,,,,,,,,,,,,,,,,,
9970,2021-11-18,20,3584.0,0.0,,,,,,,,,,,,,,,,,
9971,2021-11-18,21,3584.0,0.0,,,,,,,,,,,,,,,,,
9972,2021-11-18,22,3584.0,0.0,,,,,,,,,,,,,,,,,
9973,2021-11-18,23,3584.0,0.0,,,,,,,,,,,,,,,,,
9974,2021-11-19,0,3584.0,0.0,,,,,,,,,,,,,,,,,
9975,2021-11-19,1,3584.0,0.0,,,,,,,,,,,,,,,,,
9976,2021-11-19,2,3584.0,0.0,,,,,,,,,,,,,,,,,
9977,2021-11-19,3,3584.0,0.0,,,,,,,,,,,,,,,,,
9978,2021-11-19,4,3584.0,0.0,,,,,,,,,,,,,,,,,
9979,2021-11-19,5,3584.0,0.0,,,,,,,,,,,,,,,,,
9980,2021-11-19,6,3584.0,0.0,,,,,,,,,,,,,,,,,
9981,2021-11-19,7,3584.0,0.0,,,,,,,,,,,,,,,,,
9982,2021-11-19,8,3584.0,0.0,,,,,,,,,,,,,,,,,
9983,2021-11-19,9,3584.0,0.0,,,,,,,,,,,,,,,,,
9984,2021-11-19,10,3584.0,0.0,,,,,,,,,,,,,,,,,
9985,2021-11-19,11,3584.0,0.0,,,,,,,,,,,,,,,,,
9986,2021-11-19,12,3584.0,0.0,,,,,,,,,,,,,,,,,
305,2021-11-19,13,3214.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,19.0,2021.0,11.0,,,,,,,,,
9987,2021-11-19,14,3214.0,0.0,,,,,,,,,,,,,,,,,
306,2021-11-19,15,3214.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,19.0,2021.0,11.0,,,,,,,,,
307,2021-11-19,16,3214.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,19.0,2021.0,11.0,,,,,,,,,
308,2021-11-19,17,3214.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,19.0,2021.0,11.0,,,,,,,,,
9988,2021-11-19,18,3214.0,0.0,,,,,,,,,,,,,,,,,
309,2021-11-19,19,3214.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,19.0,2021.0,11.0,,,,,,,,,
310,2021-11-19,20,3214.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,19.0,2021.0,11.0,,,,,,,,,
311,2021-11-19,21,3214.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,19.0,2021.0,11.0,,,,,,,,,
9989,2021-11-19,22,3214.0,0.0,,,,,,,,,,,,,,,,,
9990,2021-11-19,23,3214.0,0.0,,,,,,,,,,,,,,,,,
9991,2021-11-20,0,3214.0,0.0,,,,,,,,,,,,,,,,,
9992,2021-11-20,1,3214.0,0.0,,,,,,,,,,,,,,,,,
9993,2021-11-20,2,3214.0,0.0,,,,,,,,,,,,,,,,,
9994,2021-11-20,3,3214.0,0.0,,,,,,,,,,,,,,,,,
9995,2021-11-20,4,3214.0,0.0,,,,,,,,,,,,,,,,,
9996,2021-11-20,5,3214.0,0.0,,,,,,,,,,,,,,,,,
9997,2021-11-20,6,3214.0,0.0,,,,,,,,,,,,,,,,,
9998,2021-11-20,7,3214.0,0.0,,,,,,,,,,,,,,,,,
9999,2021-11-20,8,3214.0,0.0,,,,,,,,,,,,,,,,,
10000,2021-11-20,9,3214.0,0.0,,,,,,,,,,,,,,,,,
10001,2021-11-20,10,3214.0,0.0,,,,,,,,,,,,,,,,,
10002,2021-11-20,11,3214.0,0.0,,,,,,,,,,,,,,,,,
10003,2021-11-20,12,3214.0,0.0,,,,,,,,,,,,,,,,,
10004,2021-11-20,13,3214.0,0.0,,,,,,,,,,,,,,,,,
10005,2021-11-20,14,3214.0,0.0,,,,,,,,,,,,,,,,,
312,2021-11-20,15,3214.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,20.0,2021.0,11.0,,,,,,,,,
10006,2021-11-20,16,3214.0,0.0,,,,,,,,,,,,,,,,,
313,2021-11-20,17,3120.0,20.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3120.0,20.0,2021.0,11.0,,,,,,,,,
10007,2021-11-20,18,3120.0,0.0,,,,,,,,,,,,,,,,,
10008,2021-11-20,19,3120.0,0.0,,,,,,,,,,,,,,,,,
10009,2021-11-20,20,3120.0,0.0,,,,,,,,,,,,,,,,,
10010,2021-11-20,21,3120.0,0.0,,,,,,,,,,,,,,,,,
10011,2021-11-20,22,3120.0,0.0,,,,,,,,,,,,,,,,,
10012,2021-11-20,23,3120.0,0.0,,,,,,,,,,,,,,,,,
10013,2021-11-21,0,3120.0,0.0,,,,,,,,,,,,,,,,,
10014,2021-11-21,1,3120.0,0.0,,,,,,,,,,,,,,,,,
10015,2021-11-21,2,3120.0,0.0,,,,,,,,,,,,,,,,,
10016,2021-11-21,3,3120.0,0.0,,,,,,,,,,,,,,,,,
10017,2021-11-21,4,3120.0,0.0,,,,,,,,,,,,,,,,,
10018,2021-11-21,5,3120.0,0.0,,,,,,,,,,,,,,,,,
10019,2021-11-21,6,3120.0,0.0,,,,,,,,,,,,,,,,,
10020,2021-11-21,7,3120.0,0.0,,,,,,,,,,,,,,,,,
10021,2021-11-21,8,3120.0,0.0,,,,,,,,,,,,,,,,,
10022,2021-11-21,9,3120.0,0.0,,,,,,,,,,,,,,,,,
10023,2021-11-21,10,3120.0,0.0,,,,,,,,,,,,,,,,,
10024,2021-11-21,11,3120.0,0.0,,,,,,,,,,,,,,,,,
10025,2021-11-21,12,3120.0,0.0,,,,,,,,,,,,,,,,,
10026,2021-11-21,13,3120.0,0.0,,,,,,,,,,,,,,,,,
10027,2021-11-21,14,3120.0,0.0,,,,,,,,,,,,,,,,,
10028,2021-11-21,15,3120.0,0.0,,,,,,,,,,,,,,,,,
314,2021-11-21,16,2699.76,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,21.0,2021.0,11.0,,,,,,,,,
10029,2021-11-21,17,2699.76,0.0,,,,,,,,,,,,,,,,,
10030,2021-11-21,18,2699.76,0.0,,,,,,,,,,,,,,,,,
10031,2021-11-21,19,2699.76,0.0,,,,,,,,,,,,,,,,,
10032,2021-11-21,20,2699.76,0.0,,,,,,,,,,,,,,,,,
10033,2021-11-21,21,2699.76,0.0,,,,,,,,,,,,,,,,,
315,2021-11-21,22,3214.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,21.0,2021.0,11.0,,,,,,,,,
10034,2021-11-21,23,3214.0,0.0,,,,,,,,,,,,,,,,,
10035,2021-11-22,0,3214.0,0.0,,,,,,,,,,,,,,,,,
10036,2021-11-22,1,3214.0,0.0,,,,,,,,,,,,,,,,,
10037,2021-11-22,2,3214.0,0.0,,,,,,,,,,,,,,,,,
10038,2021-11-22,3,3214.0,0.0,,,,,,,,,,,,,,,,,
10039,2021-11-22,4,3214.0,0.0,,,,,,,,,,,,,,,,,
10040,2021-11-22,5,3214.0,0.0,,,,,,,,,,,,,,,,,
10041,2021-11-22,6,3214.0,0.0,,,,,,,,,,,,,,,,,
10042,2021-11-22,7,3214.0,0.0,,,,,,,,,,,,,,,,,
10043,2021-11-22,8,3214.0,0.0,,,,,,,,,,,,,,,,,
10044,2021-11-22,9,3214.0,0.0,,,,,,,,,,,,,,,,,
316,2021-11-22,10,2956.88,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,22.0,2021.0,11.0,,,,,,,,,
10045,2021-11-22,11,2956.88,0.0,,,,,,,,,,,,,,,,,
317,2021-11-22,12,3214.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,22.0,2021.0,11.0,,,,,,,,,
10046,2021-11-22,13,3214.0,0.0,,,,,,,,,,,,,,,,,
318,2021-11-22,14,2699.76,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,22.0,2021.0,11.0,,,,,,,,,
319,2021-11-22,15,3214.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,22.0,2021.0,11.0,,,,,,,,,
10047,2021-11-22,16,3214.0,0.0,,,,,,,,,,,,,,,,,
320,2021-11-22,17,2699.76,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,22.0,2021.0,11.0,,,,,,,,,
321,2021-11-22,17,3214.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,22.0,2021.0,11.0,,,,,,,,,
322,2021-11-22,18,3120.0,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3120.0,22.0,2021.0,11.0,,,,,,,,,
323,2021-11-22,19,3214.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,22.0,2021.0,11.0,,,,,,,,,
324,2021-11-22,20,3120.0,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3120.0,22.0,2021.0,11.0,,,,,,,,,
325,2021-11-22,21,2620.8,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3120.0,22.0,2021.0,11.0,,,,,,,,,
326,2021-11-22,21,2699.76,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3214.0,22.0,2021.0,11.0,,,,,,,,,
10048,2021-11-22,22,2699.76,0.0,,,,,,,,,,,,,,,,,
10049,2021-11-22,23,2699.76,0.0,,,,,,,,,,,,,,,,,
10050,2021-11-23,0,2699.76,0.0,,,,,,,,,,,,,,,,,
10051,2021-11-23,1,2699.76,0.0,,,,,,,,,,,,,,,,,
10052,2021-11-23,2,2699.76,0.0,,,,,,,,,,,,,,,,,
10053,2021-11-23,3,2699.76,0.0,,,,,,,,,,,,,,,,,
10054,2021-11-23,4,2699.76,0.0,,,,,,,,,,,,,,,,,
10055,2021-11-23,5,2699.76,0.0,,,,,,,,,,,,,,,,,
10056,2021-11-23,6,2699.76,0.0,,,,,,,,,,,,,,,,,
10057,2021-11-23,7,2699.76,0.0,,,,,,,,,,,,,,,,,
10058,2021-11-23,8,2699.76,0.0,,,,,,,,,,,,,,,,,
327,2021-11-23,9,2494.8,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2970.0,23.0,2021.0,11.0,,,,,,,,,
10059,2021-11-23,10,2494.8,0.0,,,,,,,,,,,,,,,,,
10060,2021-11-23,11,2494.8,0.0,,,,,,,,,,,,,,,,,
10061,2021-11-23,12,2494.8,0.0,,,,,,,,,,,,,,,,,
10062,2021-11-23,13,2494.8,0.0,,,,,,,,,,,,,,,,,
328,2021-11-23,14,2970.0,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2970.0,23.0,2021.0,11.0,,,,,,,,,
329,2021-11-23,14,3059.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3059.0,23.0,2021.0,11.0,,,,,,,,,
10063,2021-11-23,15,3059.0,0.0,,,,,,,,,,,,,,,,,
330,2021-11-23,16,3059.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3059.0,23.0,2021.0,11.0,,,,,,,,,
331,2021-11-23,17,2970.0,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2970.0,23.0,2021.0,11.0,,,,,,,,,
332,2021-11-23,17,3059.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3059.0,23.0,2021.0,11.0,,,,,,,,,
333,2021-11-23,18,2494.8,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2970.0,23.0,2021.0,11.0,,,,,,,,,
334,2021-11-23,18,2569.56,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3059.0,23.0,2021.0,11.0,,,,,,,,,
335,2021-11-23,18,3059.0,12.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3059.0,23.0,2021.0,11.0,,,,,,,,,
336,2021-11-23,19,2569.56,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3059.0,23.0,2021.0,11.0,,,,,,,,,
337,2021-11-23,20,2569.56,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3059.0,23.0,2021.0,11.0,,,,,,,,,
338,2021-11-23,20,3059.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3059.0,23.0,2021.0,11.0,,,,,,,,,
339,2021-11-23,21,2508.38,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3059.0,23.0,2021.0,11.0,,,,,,,,,
10064,2021-11-23,22,2508.38,0.0,,,,,,,,,,,,,,,,,
10065,2021-11-23,23,2508.38,0.0,,,,,,,,,,,,,,,,,
10066,2021-11-24,0,2508.38,0.0,,,,,,,,,,,,,,,,,
10067,2021-11-24,1,2508.38,0.0,,,,,,,,,,,,,,,,,
10068,2021-11-24,2,2508.38,0.0,,,,,,,,,,,,,,,,,
10069,2021-11-24,3,2508.38,0.0,,,,,,,,,,,,,,,,,
10070,2021-11-24,4,2508.38,0.0,,,,,,,,,,,,,,,,,
10071,2021-11-24,5,2508.38,0.0,,,,,,,,,,,,,,,,,
10072,2021-11-24,6,2508.38,0.0,,,,,,,,,,,,,,,,,
10073,2021-11-24,7,2508.38,0.0,,,,,,,,,,,,,,,,,
10074,2021-11-24,8,2508.38,0.0,,,,,,,,,,,,,,,,,
340,2021-11-24,9,3104.712,20.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,24.0,2021.0,11.0,,,,,,,,,
341,2021-11-24,9,3317.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,24.0,2021.0,11.0,,,,,,,,,
10075,2021-11-24,10,3317.0,0.0,,,,,,,,,,,,,,,,,
10076,2021-11-24,11,3317.0,0.0,,,,,,,,,,,,,,,,,
10077,2021-11-24,12,3317.0,0.0,,,,,,,,,,,,,,,,,
342,2021-11-24,13,3317.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,24.0,2021.0,11.0,,,,,,,,,
10078,2021-11-24,14,3317.0,0.0,,,,,,,,,,,,,,,,,
343,2021-11-24,15,3317.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,24.0,2021.0,11.0,,,,,,,,,
344,2021-11-24,16,3051.64,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,24.0,2021.0,11.0,,,,,,,,,
345,2021-11-24,16,3317.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,24.0,2021.0,11.0,,,,,,,,,
346,2021-11-24,17,3317.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,24.0,2021.0,11.0,,,,,,,,,
10079,2021-11-24,18,3317.0,0.0,,,,,,,,,,,,,,,,,
347,2021-11-24,19,2786.28,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,24.0,2021.0,11.0,,,,,,,,,
348,2021-11-24,20,3317.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,24.0,2021.0,11.0,,,,,,,,,
10080,2021-11-24,21,3317.0,0.0,,,,,,,,,,,,,,,,,
10081,2021-11-24,22,3317.0,0.0,,,,,,,,,,,,,,,,,
10082,2021-11-24,23,3317.0,0.0,,,,,,,,,,,,,,,,,
10083,2021-11-25,0,3317.0,0.0,,,,,,,,,,,,,,,,,
10084,2021-11-25,1,3317.0,0.0,,,,,,,,,,,,,,,,,
10085,2021-11-25,2,3317.0,0.0,,,,,,,,,,,,,,,,,
10086,2021-11-25,3,3317.0,0.0,,,,,,,,,,,,,,,,,
10087,2021-11-25,4,3317.0,0.0,,,,,,,,,,,,,,,,,
10088,2021-11-25,5,3317.0,0.0,,,,,,,,,,,,,,,,,
10089,2021-11-25,6,3317.0,0.0,,,,,,,,,,,,,,,,,
10090,2021-11-25,7,3317.0,0.0,,,,,,,,,,,,,,,,,
349,2021-11-25,8,2786.28,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,25.0,2021.0,11.0,,,,,,,,,
350,2021-11-25,9,3317.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,25.0,2021.0,11.0,,,,,,,,,
10091,2021-11-25,10,3317.0,0.0,,,,,,,,,,,,,,,,,
351,2021-11-25,11,3051.64,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,25.0,2021.0,11.0,,,,,,,,,
10092,2021-11-25,12,3051.64,0.0,,,,,,,,,,,,,,,,,
10093,2021-11-25,13,3051.64,0.0,,,,,,,,,,,,,,,,,
352,2021-11-25,14,3317.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,25.0,2021.0,11.0,,,,,,,,,
10094,2021-11-25,15,3317.0,0.0,,,,,,,,,,,,,,,,,
10095,2021-11-25,16,3317.0,0.0,,,,,,,,,,,,,,,,,
353,2021-11-25,17,3317.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,25.0,2021.0,11.0,,,,,,,,,
354,2021-11-25,18,3317.0,12.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,3317.0,25.0,2021.0,11.0,,,,,,,,,
10096,2021-11-25,19,3317.0,0.0,,,,,,,,,,,,,,,,,
10097,2021-11-25,20,3317.0,0.0,,,,,,,,,,,,,,,,,
10098,2021-11-25,21,3317.0,0.0,,,,,,,,,,,,,,,,,
10099,2021-11-25,22,3317.0,0.0,,,,,,,,,,,,,,,,,
10100,2021-11-25,23,3317.0,0.0,,,,,,,,,,,,,,,,,
10101,2021-11-26,0,3317.0,0.0,,,,,,,,,,,,,,,,,
10102,2021-11-26,1,3317.0,0.0,,,,,,,,,,,,,,,,,
10103,2021-11-26,2,3317.0,0.0,,,,,,,,,,,,,,,,,
10104,2021-11-26,3,3317.0,0.0,,,,,,,,,,,,,,,,,
10105,2021-11-26,4,3317.0,0.0,,,,,,,,,,,,,,,,,
10106,2021-11-26,5,3317.0,0.0,,,,,,,,,,,,,,,,,
10107,2021-11-26,6,3317.0,0.0,,,,,,,,,,,,,,,,,
10108,2021-11-26,7,3317.0,0.0,,,,,,,,,,,,,,,,,
10109,2021-11-26,8,3317.0,0.0,,,,,,,,,,,,,,,,,
10110,2021-11-26,9,3317.0,0.0,,,,,,,,,,,,,,,,,
10111,2021-11-26,10,3317.0,0.0,,,,,,,,,,,,,,,,,
10112,2021-11-26,11,3317.0,0.0,,,,,,,,,,,,,,,,,
10113,2021-11-26,12,3317.0,0.0,,,,,,,,,,,,,,,,,
10114,2021-11-26,13,3317.0,0.0,,,,,,,,,,,,,,,,,
10115,2021-11-26,14,3317.0,0.0,,,,,,,,,,,,,,,,,
10116,2021-11-26,15,3317.0,0.0,,,,,,,,,,,,,,,,,
355,2021-11-26,16,2830.0,20.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2830.0,26.0,2021.0,11.0,,,,,,,,,
356,2021-11-26,16,2915.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2915.0,26.0,2021.0,11.0,,,,,,,,,
10117,2021-11-26,17,2915.0,0.0,,,,,,,,,,,,,,,,,
357,2021-11-26,18,2448.6,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2915.0,26.0,2021.0,11.0,,,,,,,,,
358,2021-11-26,18,2915.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2915.0,26.0,2021.0,11.0,,,,,,,,,
359,2021-11-26,19,2915.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2915.0,26.0,2021.0,11.0,,,,,,,,,
10118,2021-11-26,20,2915.0,0.0,,,,,,,,,,,,,,,,,
10119,2021-11-26,21,2915.0,0.0,,,,,,,,,,,,,,,,,
10120,2021-11-26,22,2915.0,0.0,,,,,,,,,,,,,,,,,
10121,2021-11-26,23,2915.0,0.0,,,,,,,,,,,,,,,,,
10122,2021-11-27,0,2915.0,0.0,,,,,,,,,,,,,,,,,
10123,2021-11-27,1,2915.0,0.0,,,,,,,,,,,,,,,,,
10124,2021-11-27,2,2915.0,0.0,,,,,,,,,,,,,,,,,
10125,2021-11-27,3,2915.0,0.0,,,,,,,,,,,,,,,,,
10126,2021-11-27,4,2915.0,0.0,,,,,,,,,,,,,,,,,
10127,2021-11-27,5,2915.0,0.0,,,,,,,,,,,,,,,,,
10128,2021-11-27,6,2915.0,0.0,,,,,,,,,,,,,,,,,
360,2021-11-27,7,2915.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2915.0,27.0,2021.0,11.0,,,,,,,,,
10129,2021-11-27,8,2915.0,0.0,,,,,,,,,,,,,,,,,
361,2021-11-27,9,2915.0,8.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2915.0,27.0,2021.0,11.0,,,,,,,,,
10130,2021-11-27,10,2915.0,0.0,,,,,,,,,,,,,,,,,
10131,2021-11-27,11,2915.0,0.0,,,,,,,,,,,,,,,,,
10132,2021-11-27,12,2915.0,0.0,,,,,,,,,,,,,,,,,
362,2021-11-27,13,2915.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2915.0,27.0,2021.0,11.0,,,,,,,,,
363,2021-11-27,14,2830.0,17.82,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2830.0,27.0,2021.0,11.0,,,,,,,,,
364,2021-11-27,14,2915.0,4.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2915.0,27.0,2021.0,11.0,,,,,,,,,
10133,2021-11-27,15,2915.0,0.0,,,,,,,,,,,,,,,,,
10134,2021-11-27,16,2915.0,0.0,,,,,,,,,,,,,,,,,
10135,2021-11-27,17,2915.0,0.0,,,,,,,,,,,,,,,,,
10136,2021-11-27,18,2915.0,0.0,,,,,,,,,,,,,,,,,
10137,2021-11-27,19,2915.0,0.0,,,,,,,,,,,,,,,,,
365,2021-11-27,20,2603.6,10.0,,,7.888420588372063e+18,Papa Criolla Sin Lavar Tamaño Mixto Kg,2830.0,27.0,2021.0,11.0,,,,,,,,,
10138,2021-11-27,21,2603.6,0.0,,,,,,,,,,,,,,,,,
10139,2021-11-27,22,2603.6,0.0,,,,,,,,,,,,,,,,,
10140,2021-11-27,23,2603.6,0.0,,,,,,,,,,,,,,,,,
10141,2021-11-28,0,2603.6,0.0,,,,,,,,,,,,,,,,,
10142,2021-11-28,1,2603.6,0.0,,,,,,,,,,,,,,,,,
10143,2021-11-28,2,2603.6,0.0,,,,,,,,,,,,,,,,,
10144,2021-11-28,3,2603.6,0.0,,,,,,,,,,,,,,,,,
10145,2021-11-28,4,2603.6,0.0,,,,,,,,,,,,,,,,,
10146,2021-11-28,5,2603.6,0.0,,,,,,,,,,,,,,,,,
10147,2021-11-28,6,2603.6,0.0,,,,,,,,,,,,,,,,,
10148,2021-11-28,7,2603.6,0.0,,,,,,,,,,,,,,,,,
10149,2021-11-28,8,2603.6,0.0,,,,,,,,,,,,,,,,,
10150,2021-11-28,9,2603.6,0.0,,,,,,,,,,,,,,,,,
10151,2021-11-28,10,2603.6,0.0,,,,,,,,,,,,,,,,,
10152,2021-11-28,11,2603.6,0.0,,,,,,,,,,,,,,,,,
10153,2021-11-28,12,2603.6,0.0,,,,,,,,,,,,,,,,,
10154,2021-11-28,13,2603.6,0.0,,,,,,,,,,,,,,,,,
10155,2021-11-28,14,2603.6,0.0,,,,,,,,,,,,,,,,,
10156,2021-11-28,15,2603.6,0.0,,,,,,,,,,,,,,,,,
10157,2021-11-28,16,2603.6,0.0,,,,,,,,,,,,,,,,,
10158,2021-11-28,17,2603.6,0.0,,,,,,,,,,,,,,,,,
