Unnamed: 0,region_code,order_submited_date,order_submited_datetime,parent_category,category,product_id,product_name,cost,benchmark,median_bench,avg_bench,max_bench,gross_price,net_price,quantity,product_step_unit,benchmark_count
67436,BOG,2023-10-16,2023-10-16 14:06,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1300.0,1300.0,1300.0,1300.0,1500.0,1500.0,1.0,1.0,1.0
283738,BOG,2023-10-16,2023-10-16 14:06,Frutas & verduras,Verduras,3038455164096626586,Guatila Estándar Kg,1483.0919,2000.0,2000.0,2000.0,2000.0,1880.0,1880.0,1.0,1.0,1.0
171591,BOG,2023-10-16,2023-10-16 14:06,Frutas & verduras,Verduras,-1073190491589771159,Champiñón Blanco Paris 500 gr Bandeja,12457.3328,12000.0,12000.0,12000.0,12000.0,12440.0,12440.0,1.0,1.0,1.0
167061,BOG,2023-10-16,2023-10-16 14:06,Frutas & verduras,Tubérculos,7888420588372063556,Papa Criolla Sin Lavar Tamaño Mixto Kg,1899.345,2333.0,2333.0,2333.0,2333.0,2510.0,2510.0,4.0,4.0,1.0
171593,BOG,2023-10-16,2023-10-16 14:12,Frutas & verduras,Verduras,5533752035170569793,Cebolla Cabezona Roja Limpia Tamaño Mixto Kg (Tamaño 🏠),6373.9778,3500.0,3500.0,3500.0,3500.0,3843.72,3640.0,1.0,1.0,1.0
294011,BOG,2023-10-16,2023-10-16 14:12,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,3069.9237,3372.0,3372.0,3372.0,3372.0,3880.0,3880.0,2.5,2.5,1.0
155670,BOG,2023-10-16,2023-10-16 14:14,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,3069.9237,3372.0,3372.0,3372.0,3372.0,3880.0,3880.0,2.5,2.5,1.0
294014,BOG,2023-10-16,2023-10-16 14:20,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,4345.9175,2292.0,2292.0,2292.0,2292.0,2154.17,2040.0,15.0,5.0,1.0
277539,BOG,2023-10-16,2023-10-16 14:20,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1300.0,1300.0,1300.0,1300.0,1250.0,1250.0,5.0,5.0,1.0
85349,BOG,2023-10-16,2023-10-16 14:23,Frutas & verduras,Tubérculos,7888420588372063556,Papa Criolla Sin Lavar Tamaño Mixto Kg,1899.345,2333.0,2333.0,2333.0,2333.0,2370.0,2370.0,10.0,10.0,1.0
305798,BOG,2023-10-16,2023-10-16 14:29,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,3069.9237,3372.0,3372.0,3372.0,3372.0,3880.0,3775.24,2.5,2.5,1.0
101339,BOG,2023-10-16,2023-10-16 14:29,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,3069.9237,3372.0,3372.0,3372.0,3372.0,3880.0,3880.0,2.5,2.5,1.0
88441,BOG,2023-10-16,2023-10-16 14:29,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1300.0,1300.0,1300.0,1300.0,1380.0,1342.74,3.0,3.0,1.0
286114,BOG,2023-10-16,2023-10-16 14:30,Frutas & verduras,Verduras,3038455164096626586,Guatila Estándar Kg,1483.0919,2000.0,2000.0,2000.0,2000.0,1880.0,1880.0,3.0,1.0,1.0
294013,BOG,2023-10-16,2023-10-16 14:30,Frutas & verduras,Verduras,-1073190491589771159,Champiñón Blanco Paris 500 gr Bandeja,12457.3328,12000.0,12000.0,12000.0,12000.0,12440.0,12440.0,1.0,1.0,1.0
294012,BOG,2023-10-16,2023-10-16 14:30,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1300.0,1300.0,1300.0,1300.0,1500.0,1459.5,1.0,1.0,1.0
223391,BOG,2023-10-16,2023-10-16 14:37,Frutas & verduras,Frutas,1260412819932663981,Fresa Selecta (Grande) Kg,8875.2016,10714.0,10714.0,10714.0,10714.0,11410.0,11410.0,1.0,1.0,1.0
279623,BOG,2023-10-16,2023-10-16 14:38,Frutas & verduras,Verduras,353982459564085093,Rabano Estándar Kg,3064.8017,4000.0,4000.0,4000.0,4000.0,4320.0,4320.0,3.0,0.5,1.0
317221,BOG,2023-10-16,2023-10-16 14:38,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1300.0,1300.0,1300.0,1300.0,1250.0,1216.25,5.0,5.0,1.0
171592,BOG,2023-10-16,2023-10-16 14:38,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,4345.9175,2292.0,2292.0,2292.0,2292.0,2449.84,2320.0,4.0,1.0,1.0
303875,BOG,2023-10-16,2023-10-16 14:38,Frutas & verduras,Verduras,-1160551012065768576,Champiñón Blanco Paris 1Kg Bandeja,22328.3075,23000.0,23000.0,23000.0,23000.0,23010.0,23010.0,1.0,1.0,1.0
85352,BOG,2023-10-16,2023-10-16 14:42,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,1821.8443,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
296140,BOG,2023-10-16,2023-10-16 14:50,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1300.0,1300.0,1300.0,1300.0,1380.0,1380.0,3.0,3.0,1.0
319378,BOG,2023-10-16,2023-10-16 14:50,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,3069.9237,3372.0,3372.0,3372.0,3372.0,3770.0,3770.0,4.0,1.0,1.0
321598,BOG,2023-10-16,2023-10-16 14:50,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,1821.8443,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
136412,BOG,2023-10-16,2023-10-16 14:50,Frutas & verduras,Verduras,-1073190491589771159,Champiñón Blanco Paris 500 gr Bandeja,12457.3328,12000.0,12000.0,12000.0,12000.0,12440.0,12440.0,1.0,1.0,1.0
73678,BOG,2023-10-16,2023-10-16 14:58,Frutas & verduras,Frutas,1260412819932663981,Fresa Selecta (Grande) Kg,8875.2016,10714.0,10714.0,10714.0,10714.0,11410.0,11410.0,1.0,1.0,1.0
140254,BOG,2023-10-16,2023-10-16 14:58,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,4345.9175,2292.0,2292.0,2292.0,2292.0,2449.84,2320.0,2.0,1.0,1.0
33976,BOG,2023-10-16,2023-10-16 15:01,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,1821.8443,3500.0,3500.0,3500.0,3500.0,3290.0,3290.0,5.0,1.0,1.0
204085,BOG,2023-10-16,2023-10-16 15:01,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,3069.9237,3372.0,3372.0,3372.0,3372.0,3770.0,3770.0,6.0,1.0,1.0
294015,BOG,2023-10-16,2023-10-16 15:04,Frutas & verduras,Verduras,5533752035170569793,Cebolla Cabezona Roja Limpia Tamaño Mixto Kg (Tamaño 🏠),6373.9778,3500.0,3500.0,3500.0,3500.0,3843.72,3640.0,3.0,1.0,1.0
21283,BOG,2023-10-16,2023-10-16 15:11,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,3069.9237,3372.0,3372.0,3372.0,3372.0,3880.0,3775.24,2.5,2.5,1.0
308344,BOG,2023-10-16,2023-10-16 15:11,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,4345.9175,2292.0,2292.0,2292.0,2292.0,2449.84,2320.0,3.0,1.0,1.0
101340,BOG,2023-10-16,2023-10-16 15:12,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1300.0,1300.0,1300.0,1300.0,1500.0,1459.5,1.0,1.0,1.0
236901,BOG,2023-10-16,2023-10-16 15:12,Frutas & verduras,Verduras,3038455164096626586,Guatila Estándar Kg,1483.0919,2000.0,2000.0,2000.0,2000.0,1880.0,1880.0,2.0,1.0,1.0
279624,BOG,2023-10-16,2023-10-16 15:12,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,1821.8443,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,3.0,1.0,1.0
61724,BOG,2023-10-16,2023-10-16 15:13,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,3069.9237,3372.0,3372.0,3372.0,3372.0,3770.0,3668.21,4.0,1.0,1.0
283739,BOG,2023-10-16,2023-10-16 15:16,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1300.0,1300.0,1300.0,1300.0,1500.0,1459.5,1.0,1.0,1.0
196871,BOG,2023-10-16,2023-10-16 15:20,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,3069.9237,3372.0,3372.0,3372.0,3372.0,3770.0,3770.0,17.0,1.0,1.0
158353,BOG,2023-10-16,2023-10-16 15:22,Frutas & verduras,Verduras,3038455164096626586,Guatila Estándar Kg,1483.0919,2000.0,2000.0,2000.0,2000.0,1880.0,1880.0,1.0,1.0,1.0
294016,BOG,2023-10-16,2023-10-16 15:22,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,1821.8443,3500.0,3500.0,3500.0,3500.0,3550.0,3550.0,2.0,1.0,1.0
107182,BOG,2023-10-16,2023-10-16 15:22,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1300.0,1300.0,1300.0,1300.0,1500.0,1459.5,2.0,1.0,1.0
288331,BOG,2023-10-16,2023-10-16 15:23,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,3069.9237,3372.0,3372.0,3372.0,3372.0,3880.0,3775.24,5.0,2.5,1.0
21284,BOG,2023-10-16,2023-10-16 15:23,Frutas & verduras,Verduras,353982459564085093,Rabano Estándar Kg,3064.8017,4000.0,4000.0,4000.0,4000.0,4320.0,4320.0,15.0,0.5,1.0
317222,BOG,2023-10-16,2023-10-16 15:28,Frutas & verduras,Verduras,353982459564085093,Rabano Estándar Kg,3064.8017,4000.0,4000.0,4000.0,4000.0,4320.0,4320.0,1.0,0.5,1.0
66577,BOG,2023-10-16,2023-10-16 15:30,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,1821.8443,3500.0,3500.0,3500.0,3500.0,3290.0,3290.0,10.0,1.0,1.0
155671,BOG,2023-10-16,2023-10-16 15:30,Frutas & verduras,Frutas,-4543321951091465013,Fresa Pequeño Kg,4018.1125,5714.0,5714.0,5714.0,5714.0,6570.0,6570.0,3.0,3.0,1.0
250665,BOG,2023-10-16,2023-10-16 15:31,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,4345.9175,2292.0,2292.0,2292.0,2292.0,2449.84,2320.0,2.0,1.0,1.0
313958,BOG,2023-10-16,2023-10-16 15:31,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1300.0,1300.0,1300.0,1300.0,1500.0,1500.0,7.0,1.0,1.0
119428,BOG,2023-10-16,2023-10-16 15:31,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1300.0,1300.0,1300.0,1300.0,1380.0,1380.0,3.0,3.0,1.0
175336,BOG,2023-10-16,2023-10-16 15:31,Frutas & verduras,Verduras,353982459564085093,Rabano Estándar Kg,3064.8017,4000.0,4000.0,4000.0,4000.0,4320.0,4320.0,0.5,0.5,1.0
204086,BOG,2023-10-16,2023-10-16 15:32,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1300.0,1300.0,1300.0,1300.0,1250.0,1216.25,5.0,5.0,1.0
92076,BOG,2023-10-16,2023-10-16 15:35,Frutas & verduras,Frutas,-4543321951091465013,Fresa Pequeño Kg,4018.1125,5714.0,5714.0,5714.0,5714.0,6260.0,6260.0,5.0,5.0,1.0
173112,BOG,2023-10-16,2023-10-16 15:37,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1300.0,1300.0,1300.0,1300.0,1500.0,1500.0,1.0,1.0,1.0
212731,BOG,2023-10-16,2023-10-16 15:42,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,3069.9237,3372.0,3372.0,3372.0,3372.0,3880.0,3880.0,2.5,2.5,1.0
125557,BOG,2023-10-16,2023-10-16 15:43,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,4345.9175,2292.0,2292.0,2292.0,2292.0,2449.84,2320.0,2.0,1.0,1.0
64025,BOG,2023-10-16,2023-10-16 15:47,Frutas & verduras,Frutas,-4543321951091465013,Fresa Pequeño Kg,4018.1125,5714.0,5714.0,5714.0,5714.0,6570.0,6570.0,3.0,3.0,1.0
303877,BOG,2023-10-16,2023-10-16 15:48,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,1821.8443,3500.0,3500.0,3500.0,3500.0,3290.0,3290.0,5.0,1.0,1.0
279625,BOG,2023-10-16,2023-10-16 15:48,Frutas & verduras,Verduras,-1073190491589771159,Champiñón Blanco Paris 500 gr Bandeja,12457.3328,12000.0,12000.0,12000.0,12000.0,12440.0,12440.0,1.0,1.0,1.0
204084,BOG,2023-10-16,2023-10-16 15:48,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1300.0,1300.0,1300.0,1300.0,1500.0,1459.5,1.0,1.0,1.0
88442,BOG,2023-10-16,2023-10-16 15:48,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,3069.9237,3372.0,3372.0,3372.0,3372.0,3770.0,3668.21,4.0,1.0,1.0
319379,BOG,2023-10-16,2023-10-16 15:48,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1300.0,1300.0,1300.0,1300.0,1380.0,1342.74,3.0,3.0,1.0
141887,BOG,2023-10-16,2023-10-16 15:50,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,3069.9237,3372.0,3372.0,3372.0,3372.0,3770.0,3770.0,10.0,1.0,1.0
