iter	RMSE
255	5.275369883
256	5.273757563
257	5.273700731
258	5.27259214
259	5.272019985
260	5.271518571
261	5.270667163
262	5.270204749
263	5.269227844
264	5.268558972
265	5.268158642
266	5.266691928
267	5.26581811
268	5.265219209
269	5.264572529
270	5.263863139
271	5.263824379
272	5.26231174
273	5.26089435
274	5.260687185
275	5.260122864
276	5.259941155
277	5.25934161
278	5.258944739
279	5.258883332
280	5.257873911
281	5.257200249
282	5.255936551
283	5.25533536
284	5.25477114
285	5.254043155
286	5.253252283
287	5.251449332
288	5.250953389
289	5.250800147
290	5.250151424
291	5.249746993
292	5.249169241
293	5.248353663
294	5.247798578
295	5.24710578
296	5.246036933
297	5.245132279
298	5.243937849
299	5.242645968
300	5.242013602
301	5.240980335
302	5.237880052
303	5.237600138
304	5.237072806
305	5.236456689
306	5.236430818
307	5.235486378
308	5.235177563
309	5.234270522
310	5.233539522
311	5.232940888
312	5.232474365
313	5.231136971
314	5.230696472
315	5.228712235
316	5.227522396
317	5.224676385
318	5.224146622
319	5.2235883
320	5.223309665
321	5.222699888
322	5.221477001
323	5.220980085
324	5.219652914
325	5.219214997
326	5.218508809
327	5.21801231
328	5.217530863
329	5.216329693
330	5.216021989
331	5.215768259
332	5.21545389
333	5.214661961
334	5.214197809
335	5.213683993
336	5.213207862
337	5.210850368
338	5.209217418
339	5.20801745
340	5.207606218
341	5.207374524
342	5.206407686
343	5.205689208
344	5.204705617
345	5.204317056
346	5.204063914
347	5.203212336
348	5.202727218
349	5.20091819
350	5.200547254
351	5.199469354
352	5.197281001
353	5.195183775
354	5.19478917
355	5.194103816
356	5.192994204
357	5.19226521
358	5.192093755
359	5.190080833
360	5.18889553
361	5.187941046
362	5.187036323
363	5.186686689
364	5.185121779
365	5.184618001
366	5.18411433
367	5.183468543
368	5.182975611
369	5.182483122
370	5.181210002
371	5.18102171
372	5.180791557
373	5.180459615
374	5.17936989
375	5.178752083
376	5.178329385
377	5.177384424
378	5.176952769
379	5.176609121
380	5.175988314
381	5.175508493
382	5.17504531
383	5.174241694
384	5.17372074
385	5.173393851
386	5.173066179
387	5.172808923
388	5.172061859
389	5.171579926
390	5.170661204
391	5.170043653
392	5.169795856
393	5.169475715
394	5.169067157
395	5.167963225
396	5.166974104
397	5.166194353
398	5.165571151
399	5.165245066
400	5.164536143
401	5.163243972
402	5.162675755
403	5.162074453
404	5.161752472
405	5.161386705
406	5.161083026
407	5.160495721
408	5.159670597
409	5.15903478
410	5.158542516
411	5.157638563
412	5.157590269
413	5.157328582
414	5.157102144
415	5.156684486
416	5.156128877
417	5.154905932
418	5.154520541
419	5.152577795
420	5.152090952
421	5.150853278
422	5.148360126
423	5.147796073
424	5.147344234
425	5.146856324
426	5.146739344
427	5.145872932
428	5.144804713
429	5.144275836
430	5.143846341
431	5.142962289
432	5.142586518
433	5.141375445
434	5.140862822
435	5.138995313
436	5.138580596
437	5.138001713
438	5.137430811
439	5.137100692
440	5.136659236
441	5.135358769
442	5.134848366
443	5.133722242
444	5.133589862
445	5.133292797
446	5.132974385
447	5.132826825
448	5.131865497
449	5.129952006
450	5.129126781
451	5.128057289
452	5.12726245
453	5.126863262
454	5.126508142
455	5.126388399
456	5.125839188
457	5.12554294
458	5.125176617
459	5.124183996
460	5.123990732
461	5.122927221
462	5.122724143
463	5.122260078
464	5.121767647
465	5.121079957
466	5.118912125
467	5.118540823
468	5.117749723
469	5.115865582
470	5.114129944
471	5.113184513
472	5.112844064
473	5.112403863
474	5.111881898
475	5.111019372
476	5.110432777
477	5.10968226
478	5.108474944
479	5.108111673
480	5.107936936
481	5.107644301
482	5.107068404
483	5.106265208
484	5.105230271
485	5.103484696
486	5.103112164
487	5.101234078
488	5.100471382
489	5.099457903
490	5.098962403
491	5.098757285
492	5.098209935
493	5.097426438
494	5.097006146
495	5.096696241
496	5.096418436
497	5.096040216
498	5.095088278
499	5.094259845
500	5.093614921
501	5.092949506
502	5.092575318
503	5.090961399
504	5.090699557
505	5.08991304
506	5.089730458
507	5.089354491
508	5.089226361
509	5.088760248
510	5.088230186
511	5.087867259
512	5.087668472
513	5.086631882
514	5.086172419
515	5.08543202
516	5.08536547
517	5.084423017
518	5.084088318
519	5.083673739
520	5.083268562
521	5.082685032
522	5.082329255
523	5.081969671
524	5.081791148
525	5.081402332
526	5.081334371
527	5.079778364
528	5.079258775
529	5.077516905
530	5.077101573
531	5.07662974
532	5.076365032
533	5.075304557
534	5.074948548
535	5.074073844
536	5.073633974
537	5.073264322
538	5.072623988
539	5.071986777
540	5.071325527
541	5.071125663
542	5.070661851
543	5.07040774
544	5.069731485
545	5.069545358
546	5.068768232
547	5.068428264
548	5.067834695
549	5.06749616
550	5.06599997
551	5.065437491
552	5.065148589
553	5.064597735
554	5.063888246
555	5.063690666
556	5.062180549
557	5.061397982
558	5.060038413
559	5.059691466
560	5.058954176
561	5.058193112
562	5.057750484
563	5.057290846
564	5.056562069
565	5.055962415
566	5.055110324
567	5.054767469
568	5.053843964
569	5.053212952
570	5.052903351
571	5.05208833
572	5.051555244
573	5.051060311
574	5.050002413
575	5.049101776
576	5.048279941
577	5.047882416
578	5.047332067
579	5.046672925
580	5.045954248
581	5.045367694
582	5.044899629
583	5.044200067
584	5.043878255
585	5.043440221
586	5.043390931
587	5.04326196
588	5.042829116
589	5.041433994
590	5.041026267
591	5.040607594
592	5.040344235
593	5.039886929
594	5.039577379
595	5.039088469
596	5.038781992
597	5.038202137
598	5.037740191
599	5.037028656
600	5.036003746
601	5.034999876
602	5.03488803
603	5.03437312
604	5.034054819
605	5.033637405
606	5.033249951
607	5.033141195
608	5.032844552
609	5.032290725
610	5.031093796
611	5.030289723
612	5.02970122
613	5.02935117
614	5.028663325
615	5.02858695
616	5.028326259
617	5.028192719
618	5.027967994
619	5.027342481
620	5.026819891
621	5.026610912
622	5.025168268
623	5.023869592
624	5.023578874
625	5.022968993
626	5.022234666
627	5.021869854
628	5.021047895
629	5.020987421
630	5.020710309
631	5.020429061
632	5.020159501
633	5.01952295
634	5.01895536
635	5.01819506
636	5.017543867
637	5.017254361
638	5.016875669
639	5.015960329
640	5.015377481
641	5.014859396
642	5.013516481
643	5.012971274
644	5.012024683
645	5.01130251
646	5.010491322
647	5.010207386
648	5.00966228
649	5.009542163
650	5.008803423
651	5.008290434
652	5.007979818
653	5.00753462
654	5.00715124
655	5.007102552
656	5.006658258
657	5.006369765
658	5.006151214
659	5.005671975
660	5.004948574
661	5.004655445
662	5.003736057
663	5.003508185
664	5.003054278
665	5.002446529
666	5.002286876
667	5.001613731
668	5.001318643
669	5.000954579
670	5.000531891
671	5.000129531
672	4.999382954
673	4.998636964
674	4.998059282
675	4.997851222
676	4.997248478
677	4.99713931
678	4.996809932
679	4.996452817
680	4.995995235
681	4.995588806
682	4.995063293
683	4.994749998
684	4.994119622
685	4.993193334
686	4.992357811
687	4.991894746
688	4.991548389
689	4.991133705
690	4.990162332
691	4.989799253
692	4.989027193
693	4.988804291
694	4.988413674
695	4.987922471
696	4.987433154
697	4.987192749
698	4.986979101
699	4.986322993
700	4.986077841
701	4.985843315
702	4.985797225
703	4.985016952
704	4.984765247
705	4.984398383
706	4.983589314
707	4.983052093
708	4.982174925
709	4.981879648
710	4.981191569
711	4.98036483
712	4.980216015
713	4.97992819
714	4.979743789
715	4.979071112
716	4.978751286
717	4.978332525
718	4.977616802
719	4.977348381
720	4.976636858
721	4.976043116
722	4.975324288
723	4.975091341
724	4.974894094
725	4.97405918
726	4.973789435
727	4.973231766
728	4.973023293
729	4.972736006
730	4.972115414
731	4.971235612
732	4.971192371
733	4.970536507
734	4.97000772
735	4.969559785
736	4.969294347
737	4.96885226
738	4.968581382
739	4.968102541
740	4.967929849
741	4.967372331
742	4.966843169
743	4.966438825
744	4.966384397
745	4.965672406
746	4.965288164
747	4.96500891
748	4.964158722
749	4.963758763
750	4.963230153
751	4.962398663
752	4.962152877
753	4.961461879
754	4.961278814
755	4.960871266
756	4.960538264
757	4.960269338
758	4.959945164
759	4.959537483
760	4.959237467
761	4.958896776
762	4.95818423
763	4.957594888
764	4.956977664
765	4.956727279
766	4.956345486
767	4.955585169
768	4.955271767
769	4.955083018
770	4.954772746
771	4.954391148
772	4.954190545
773	4.953553598
774	4.953292114
775	4.952911493
776	4.952613383
777	4.952217921
778	4.951856285
779	4.951551579
780	4.951170004
781	4.950992427
782	4.950351403
783	4.950187775
784	4.949982154
785	4.949949314
786	4.949761443
787	4.949370498
788	4.948540752
789	4.947989324
790	4.947414801
791	4.947015674
792	4.946355149
793	4.945796011
794	4.945406481
795	4.945181372
796	4.944547596
797	4.944263663
798	4.943831677
799	4.943807141
800	4.943492581
801	4.943076059
802	4.942916872
803	4.942200345
804	4.941927687
805	4.941384497
806	4.941023939
807	4.94069546
808	4.940274065
809	4.939824538
810	4.939491006
811	4.939245631
812	4.938998657
813	4.938760771
814	4.938482908
815	4.938170798
816	4.937591151
817	4.937137057
818	4.936813936
819	4.936086785
820	4.935677017
821	4.935368501
822	4.934848159
823	4.934502332
824	4.934168393
825	4.933860897
826	4.933611832
827	4.933313626
828	4.932829978
829	4.932585978
830	4.932510555
831	4.932205937
832	4.931710983
833	4.931494806
834	4.931248348
835	4.930973048
836	4.930710817
837	4.930526903
838	4.930158981
839	4.929993983
840	4.929923166
841	4.929547543
842	4.929416913
843	4.929114666
844	4.92900397
845	4.928512039
846	4.928050052
847	4.92758894
848	4.927555628
849	4.927076872
850	4.926752719
851	4.926477631
852	4.925911217
853	4.925628124
854	4.925521772
855	4.92541735
856	4.925191461
857	4.924576487
858	4.923064198
859	4.922967258
860	4.922772965
861	4.9224139
862	4.92206069
863	4.921634198
864	4.920982794
865	4.920656102
866	4.920302709
867	4.919961823
868	4.919658338
869	4.919511061
870	4.918550704
871	4.918412289
872	4.918142231
873	4.917641993
874	4.91732499
875	4.917046124
876	4.916822995
877	4.916541011
878	4.91621649
879	4.915842559
880	4.91551712
881	4.915303258
882	4.914246752
883	4.913750151
884	4.913308327
885	4.912904851
886	4.912482821
887	4.912213729
888	4.912070678
889	4.911772417
890	4.91130885
891	4.910551076
892	4.910404691
893	4.91011914
894	4.9099865
895	4.909847067
896	4.90945984
897	4.90911844
898	4.908592206
899	4.908343544
900	4.908020066
901	4.907819871
902	4.90719427
903	4.90666801
904	4.906410889
905	4.905592679
906	4.9054223
907	4.90482482
908	4.904411051
909	4.904235769
910	4.904010679
911	4.903509864
912	4.90289553
913	4.902609369
914	4.902428753
915	4.901680421
916	4.901126588
917	4.900655576
918	4.900448603
919	4.900385946
920	4.899966123
921	4.899765244
922	4.899194059
923	4.898658762
924	4.897417344
925	4.8972836
926	4.896988606
927	4.896757884
928	4.89634476
929	4.895931382
930	4.895799706
931	4.895612982
932	4.895150465
933	4.894952097
934	4.894522111
935	4.894058919
936	4.89327759
937	4.893084218
938	4.89291652
939	4.892439365
940	4.891244016
941	4.891009153
942	4.890916712
943	4.890570269
944	4.890204698
945	4.889838281
946	4.889453154
947	4.889161483
948	4.889115891
949	4.889010615
950	4.888787828
951	4.888235204
952	4.88784569
953	4.887775376
954	4.887336345
955	4.886816508
956	4.886561747
957	4.886380682
958	4.886081447
959	4.885916178
960	4.885592159
961	4.884979441
962	4.884571037
963	4.884337036
964	4.884011408
965	4.883786843
966	4.883196592
967	4.882996018
968	4.882638913
969	4.88249139
970	4.882472299
971	4.882152507
972	4.8821345
973	4.881985008
974	4.881660068
975	4.881277562
976	4.88107597
977	4.880813304
978	4.8802632
979	4.879788738
980	4.879395922
981	4.879158405
982	4.878839315
983	4.878658264
984	4.878258886
985	4.878196544
986	4.877755271
987	4.877460241
988	4.876899387
989	4.876443686
990	4.876200676
991	4.876081017
992	4.875496369
993	4.875095034
994	4.874891142
995	4.874744521
996	4.874643867
997	4.874068453
998	4.873344856
999	4.872886649
