feature,importance
net_price_day_4,0.8140932509059011
hour,0.08880255950176348
net_price,0.058314679036449664
quantity_lag2,0.013914707796640445
net_price_day_0,0.012112529811121922
net_price_day_5,0.006064686581705419
inflation,0.0030433911650661425
day_of_week_n,0.0017019764093590382
net_price_day_3,0.0013746214604718485
net_price_day_1,0.00026526915395160586
net_price_day_6,0.00025580616363356034
net_price_day_2,5.652201393577337e-05
