feature,importance
net_price_day_4,0.6860726390481143
net_price,0.1613442827988628
hour,0.036176211748728246
day_of_week_n,0.027953042277057152
quantity_lag2,0.02186499818372909
net_price_day_0,0.016507773224631185
inflation,0.016120585259840482
net_price_day_3,0.014268033211064832
net_price_day_6,0.011591058048742546
net_price_day_5,0.006139907091033351
net_price_day_2,0.0018611833419657606
net_price_day_1,0.00010028576623019359
