feature,importance
hour,0.5304562522410651
trend_daily_lag2,0.25567412966698594
net_price,0.07606820661672607
day_of_week_n,0.06559863704790946
net_price_day_1,0.026921159225275167
rolling_avg_quantity_30_lag2,0.014973411605378345
net_price_day_4,0.012380153061306456
net_price_day_5,0.010352544289171239
net_price_day_3,0.002853665732077993
net_price_day_0,0.002575884861370339
net_price_day_2,0.0011324992542719719
inflation,0.0006267412444567645
net_price_day_6,0.00038671515400528686
