feature,importance
hour,0.4481751174281724
net_price,0.2633058258105211
trend_daily_lag2,0.13237260070021933
net_price_day_3,0.04081171972631128
net_price_day_0,0.03854824790250216
day_of_week_n,0.03304099991006499
net_price_day_6,0.02724509006746006
net_price_day_5,0.008949778785895434
rolling_avg_quantity_30_lag2,0.00585285482862687
net_price_day_4,0.0010706601463974594
net_price_day_1,0.0003160457855263331
net_price_day_2,0.0003110589083025041
