feature,importance
trend_daily_lag2,0.4775355958248189
hour,0.4752791649670084
net_price_day_5,0.017623847377946127
net_price_day_0,0.013572253536692462
day_of_week_n,0.0081548827504865
net_price,0.005998567783276312
net_price_day_1,0.0009481103817888233
rolling_avg_quantity_30_lag2,0.0006949130663489476
net_price_day_6,0.00012140474896128319
net_price_day_2,3.9036995157827085e-05
net_price_day_3,1.9999387644072664e-05
net_price_day_4,1.222317987026352e-05
