feature,importance
hour,31.291727632655782
net_price,19.883058776913654
inflation,14.083135412068657
quantity_lag2,10.731192825474325
day_of_week_n,6.825377170254331
net_price_day_4,4.931735153624938
net_price_day_0,3.8384957240466826
net_price_day_2,2.862742978578888
net_price_day_3,2.105407945914431
net_price_day_5,1.517503069348209
net_price_day_1,1.4445117030152126
net_price_day_6,0.48511160810491327
