feature,importance
net_price,31.337138385176925
hour,19.877586693094447
quantity_lag2,14.447556725753001
net_price_day_4,14.263590417154402
inflation,8.30604627934102
net_price_day_3,5.164229140601485
day_of_week_n,2.9402072870648586
net_price_day_2,2.8029122981623042
net_price_day_0,0.3614440393010003
net_price_day_1,0.3509946365708453
net_price_day_6,0.11278336000349005
net_price_day_5,0.03551073777622083
