feature,importance
net_price,34.73697343402734
inflation,18.344102904739533
net_price_day_4,13.525880173133011
hour,10.961070376180857
quantity_lag2,8.025942242491626
net_price_day_0,4.20365521014385
net_price_day_1,2.387747096047551
net_price_day_6,2.1283725569324985
day_of_week_n,2.0380304775572062
net_price_day_3,1.7805628612324786
net_price_day_2,1.3388159666815078
net_price_day_5,0.5288467008325417
