feature,importance
net_price_day_4,36.45591705575685
net_price,21.905658137750212
hour,16.88334084480066
inflation,8.424430144715314
quantity_lag2,4.227443532937683
net_price_day_3,3.1604544308162423
net_price_day_0,2.0046524179717125
day_of_week_n,1.9999774481694683
net_price_day_1,1.723625816201979
net_price_day_5,1.2532758049195143
net_price_day_2,1.0423666563536933
net_price_day_6,0.9188577096066725
