feature,importance
net_price_day_4,33.16229549165623
net_price,19.38911794082803
hour,12.68275958301719
inflation,10.085484864638495
quantity_lag2,7.216488343764773
net_price_day_3,3.8106829138761884
net_price_day_0,3.6796635096012986
net_price_day_2,3.497028802268921
net_price_day_6,2.2349923858241705
net_price_day_5,1.7688842763680641
day_of_week_n,1.3617000372449488
net_price_day_1,1.110901850911682
