region_code,order_submited_date,order_submited_datetime,parent_category,category,product_id,product_name,cost,benchmark,median_bench,avg_bench,max_bench,gross_price,net_price,quantity,product_step_unit,benchmark_count
BOG,2023-10-17,2023-10-17 20:08,Frutas & verduras,Verduras,-1073190491589771159,Champiñón Blanco Paris 500 gr Bandeja,10970.5903,12500.0,12500.0,12500.0,12500.0,12100.0,12100.0,1.0,1.0,1
BOG,2023-10-17,2023-10-17 20:00,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,2468.3694,2292.0,2292.0,2292.0,2292.0,2639.92,2500.0,10.0,1.0,2
BOG,2023-10-17,2023-10-17 20:49,Frutas & verduras,Verduras,7749572820280257375,Cebolla Cabezona Roja Sin Pelar Tamaño Mixto Desde 2Kg,2468.3694,2292.0,2292.0,2292.0,2292.0,2639.92,2500.0,2.0,1.0,2
BOG,2023-10-17,2023-10-17 21:50,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2189.1476,4000.0,4000.0,4000.0,4000.0,3450.0,3450.0,6.0,1.0,2
BOG,2023-10-17,2023-10-17 22:54,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2189.1476,4000.0,4000.0,4000.0,4000.0,3450.0,3450.0,2.0,1.0,2
BOG,2023-10-17,2023-10-17 02:22,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2189.1476,4000.0,4000.0,4000.0,4000.0,3550.0,3550.0,2.0,1.0,2
BOG,2023-10-17,2023-10-17 02:22,Frutas & verduras,Verduras,-1160551012065768576,Champiñón Blanco Paris 1Kg Bandeja,20971.4856,23000.0,23000.0,23000.0,23000.0,23010.0,23010.0,1.0,1.0,2
BOG,2023-10-17,2023-10-17 18:47,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,620.4061,1200.0,1200.0,1200.0,1200.0,1310.0,1310.0,2.0,1.0,2
BOG,2023-10-17,2023-10-17 14:41,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,620.4061,1200.0,1200.0,1200.0,1200.0,1430.0,1430.0,4.0,1.0,2
BOG,2023-10-18,2023-10-18 15:21,Frutas & verduras,Verduras,-6536998881607504388,Apio Estándar (Grande) Atado,615.0477,1200.0,1200.0,1200.0,1200.0,1350.0,1269.0,1.0,1.0,1
BOG,2023-10-17,2023-10-17 12:10,Frutas & verduras,Verduras,5533752035170569793,Cebolla Cabezona Roja Limpia Tamaño Mixto Kg (Tamaño 🏠),3534.8281,3400.0,3400.0,3400.0,3400.0,3616.68,3425.0,1.0,1.0,2
BOG,2023-10-17,2023-10-17 12:41,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2189.1476,4000.0,4000.0,4000.0,4000.0,3449.0,3449.0,5.0,1.0,2
BOG,2023-10-17,2023-10-17 16:06,Frutas & verduras,Verduras,-882794291467029550,Pimentón Maduración Mixta Semi (Mediano / Nataly) Desde 2Kg,2189.1476,4000.0,4000.0,4000.0,4000.0,3709.0,3709.0,3.0,1.0,2
BOG,2023-10-17,2023-10-17 20:10,Frutas & verduras,Verduras,5533752035170569793,Cebolla Cabezona Roja Limpia Tamaño Mixto Kg (Tamaño 🏠),3534.8281,3400.0,3400.0,3400.0,3400.0,4054.91,3840.0,2.0,1.0,2
BOG,2023-10-17,2023-10-17 22:17,Frutas & verduras,Verduras,-1160551012065768576,Champiñón Blanco Paris 1Kg Bandeja,20971.4856,23000.0,23000.0,23000.0,23000.0,21500.0,20210.0,1.0,1.0,2
BOG,2023-10-17,2023-10-17 23:15,Frutas & verduras,Tubérculos,-3386165639547488916,Papa Criolla Lavada Semi (Mediana) Kg,2564.8326,3372.0,3372.5,3372.5,3373.0,3490.0,3490.0,5.0,1.0,2
